Ref,Title,FName,MName,LName,BDate,DDate,Male,Silent,CharTypeID,KnownAs,Comments,CDate,UDate,CName,UName
1347,,Kellie,,Horrobin,,,0,1,,,Keith and Donna's daughter. Samantha's sister,05/24/12 15:26:48,05/24/12 15:27:32,fishec50,fishec50
1348,,Gordon,,The sous chef,,,1,1,,,,05/24/12 16:19:17,05/24/12 16:19:17,fishec50,fishec50
1349,,Mark,,Winford,,,1,1,,,,05/24/12 16:21:46,05/24/12 16:21:46,fishec50,fishec50
1350,,Pawel,,Jasinski,,,1,0,,,,06/11/2012 11:34,06/11/2012 11:34,fishec50,fishec50
1351,,Tony,,Stobeman,,,1,0,,,,06/11/2012 17:21,06/11/2012 17:21,fishec50,fishec50
1352,,Trevor,,The Farmworker,,,1,0,,,,06/15/12 17:14:54,06/14/13 11:32:08,fishec50,fishec50
1353,,Creepy Man,,,,,1,0,,,,06/19/12 17:26:55,06/19/12 17:28:03,smitha49,smitha49
1354,,Randall,,The Rat,,,1,1,,,,06/19/12 18:08:50,06/19/12 18:08:50,fishec50,fishec50
1355,,Marina,,Walcot,,,0,1,,,,06/27/12 12:34:14,06/27/12 12:34:14,fishec50,fishec50
1356,,Mandisa,,,,,0,0,,,,08/24/12 11:11:24,08/24/12 11:11:26,SmithA49,SmithA49
1357,,Milton,,,,,0,0,,,Milton is black. 18 years old (2012). Rich boy. Milton drives a flash car.,08/24/12 11:14:56,09/05/2012 09:50,SmithA49,SmithA49
1358,,Nkosi,,,,,0,0,,,,08/24/12 11:15:20,08/24/12 11:15:20,SmithA49,SmithA49
1359,,Johan,,Le Roux,,,0,0,,,,08/24/12 11:15:58,08/24/12 11:15:58,SmithA49,SmithA49
1360,,Delia,,Madikane,,,0,0,,Grandma Delia,,08/24/12 11:16:46,08/24/12 11:17:05,SmithA49,SmithA49
1361,,Michael,,Madikane,,,0,0,,,,08/24/12 11:17:20,08/24/12 11:17:26,SmithA49,SmithA49
1362,,Taxi driver,,,,,0,0,,,,08/24/12 11:17:58,08/24/12 11:17:58,SmithA49,SmithA49
1363,,Grant,,,,,0,0,,,Old flame of Harry Mason.,08/24/12 11:19:12,08/24/12 11:19:12,SmithA49,SmithA49
1364,,Aiden,,Harrison,,,0,0,,,"Married to Mel, Kenton's ex. Step father to Meriel Archer",08/24/12 11:19:56,08/06/2013 15:42,SmithA49,fishec50
1365,,Lance,,,,,0,0,,,Old business partner of Kenton and Mel - they bought a boat together - The Aurora,08/24/12 11:21:05,08/24/12 11:21:05,SmithA49,SmithA49
1366,,Patience,,,,,0,0,,,Maid/ babysitter for Kate and Lucas Madikane (Sipho),09/05/2012 16:35,09/05/2012 16:35,SmithA49,SmithA49
1367,,Betty,,Jones,,,0,0,,Libby,Real name Elizabeth,09/12/2012 11:59,09/12/2012 12:13,fishec50,fishec50
1368,,Roger,,Coombes,,,0,0,,,"Roger Coombes was  a lecturer at Borchester Technical College when Pat was doing a Womenâ€™s Studies course in 1984.  He was uncast. Pat had a brief relationship with him.  Roger was separated from his wife when Pat met him, and the relationship came to end after his divorce was going through.  It was only a few months but it caused a definite rift between Tony and Pat.",09/12/2012 12:54,01/14/14 11:56:40,fishec50,morris50
1369,,Joyce,,Walters,,,0,0,,,,10/04/2012 16:32,10/04/2012 16:33,fishec50,fishec50
1370,,Arthur,,Walters,,,0,0,,,,10/04/2012 19:18,10/04/2012 19:18,fishec50,fishec50
1371,,Sarah,,,,,0,0,,,Teacher at Loxley Barratt Primary - in her 20s.,10/11/2012 12:41,10/11/2012 12:41,smitha49,smitha49
1372,,Tug,,Fowler,,,1,1,,,comic booked for The Bull upstairs 2012,10/22/12 11:48:03,10/22/12 11:49:17,fishec50,fishec50
1373,,Emily,,Sterling - maiden name,,,0,1,,,Oliver's daughter,11/01/2012 11:18,11/01/2012 11:55,fishec50,fishec50
1374,,Duncan,,Simpson,,,1,1,,,,11/08/2012 16:06,11/08/2012 16:06,fishec50,fishec50
1375,,Emily,,Onslow,,,0,1,,,,11/09/2012 16:49,11/09/2012 16:49,fishec50,fishec50
1376,,Janet,,Tregorran,,,0,0,,,District nurse,11/15/12 14:39:28,11/15/12 14:39:28,fishec50,fishec50
1377,,Rob,,Titchener,,,1,0,,,,11/19/12 14:31:33,11/19/12 14:31:33,fishec50,fishec50
1378,,Kerry,,The sheep shearer,,,0,1,,,2010,11/22/12 10:09:22,11/22/12 10:09:22,fishec50,fishec50
1379,,Lance,,Eaton,,,0,0,,,Old business partner of Kenton and Mel,11/28/12 16:27:08,11/28/12 16:27:08,SmithA49,SmithA49
1380,,Ryan,,The barman,,,0,1,,,,12/04/2012 14:12,12/04/2012 14:12,WardM09,WardM09
1381,,Jess,,Titchener,,,0,1,,,"Summer birthday
Rob tells Kenton that Jess does agency social work.",01/30/13 17:24:49,01/07/2014 15:18,fishec50,fishec50
1382,,Bethany,Claire,Tucker,01/16/13 00:00:00,,0,1,,,,01/31/13 10:47:25,01/31/13 10:47:41,fishec50,fishec50
1383,,Pensioner,,The Pony,,,0,0,,,Lilian's first pony and Christmas present in 1961,02/18/13 13:56:38,02/18/13 13:56:38,fishec50,fishec50
1384,,Alec,,Murray,,,1,1,,,Works for Rodways,02/28/13 14:47:53,02/28/13 14:47:53,fishec50,fishec50
1385,,Jonathan,,Roberts,,,0,0,,Jono,Helen's boyfriend,02/28/13 14:48:57,02/28/13 14:48:57,fishec50,fishec50
1386,,Celia,,Morgan,,,0,0,,,Paul Morgan's ex wife.  Marries Frank.,02/28/13 14:49:59,05/22/13 11:12:16,fishec50,fishec50
1387,,Janice and Callum,,Longfield,,,0,0,,,,02/28/13 14:53:16,03/05/2013 11:22,fishec50,fishec50
1388,,Fred,,Wakefield,,,1,0,,,farmhand,03/04/2013 14:34,03/04/2013 14:34,fishec50,fishec50
1389,,Des,,Chapman,,,0,0,,,Dog fight bad man,03/18/13 10:15:54,03/18/13 10:15:54,fishec50,fishec50
1390,,Red Link,,The Horse,,,1,0,,,,03/18/13 14:17:50,03/18/13 14:17:50,fishec50,fishec50
1391,,Sally,,The dog,,,0,1,,,George's gun dog,03/18/13 14:32:49,03/18/13 14:33:01,fishec50,fishec50
1392,,Heidi,,The goat,,,0,0,,,,03/18/13 15:18:20,03/18/13 15:18:20,fishec50,fishec50
1393,,Belinda,,The Donkey,,,0,1,,,,04/09/2013 13:02,04/09/2013 13:02,fishec50,fishec50
1394,,Celia,,Redwood,,,0,0,,,Paul Morgan's ex-wife.  They have 2 children - Grace and Charlie.,04/16/13 15:54:12,04/16/13 15:54:56,Fishec50,Fishec50
1395,,Grace,,,,,0,0,,,Paul Morgan's married daughter,05/22/13 11:09:46,07/02/2013 14:40,fishec50,fishec50
1396,,Charlie,,Morgan,,,0,0,,,Paul Morgan's son.,05/22/13 11:10:05,05/22/13 11:10:05,fishec50,fishec50
1397,,Cenk,,,,,1,0,,,"Turkish shopkeeper at Grand Bazaar, Istanbul. Haggels with Matt over a gold necklace for Lilian. Cenk helps matt look for Lilian when she gives Matt the slip to be alone. (she goes to a mosque)",05/24/13 16:00:42,05/24/13 16:01:21,smitha49,smitha49
1398,,Jane,,,,,0,0,,,A British tourist who meets Lilian by chance in a church in Montenegro. Jane comforts Lilian when she opens up about her feelings for a man she loved and lost (Paul - not mentioned by name) Lilian tells Jane he had a heart attack.,05/24/13 16:02:46,06/28/13 10:17:02,smitha49,smitha49
1399,,Vitaly,,Kedrov,,,1,0,,,,06/06/2013 16:23,06/06/2013 16:23,SmithA49,SmithA49
1400,,Jane,,,,,0,0,3,,"British tourist, from Shropshire",06/06/2013 17:30,06/06/2013 17:30,SmithA49,SmithA49
1401,,Marianne,,Peters,,,0,0,,,,06/12/2013 14:22,06/12/2013 14:22,fishec50,fishec50
1402,,Mirko,,,,,0,0,,,Shopkeeper in Montenegro,06/18/13 14:59:44,06/18/13 14:59:44,SmithA49,SmithA49
1403,,Barnard,,Whistler,,,1,1,,,,06/18/13 15:58:02,06/18/13 15:58:02,fishec50,fishec50
1404,,Leonid,,Kedrov,,,1,0,,,Wealthy Russian property developer.,06/19/13 10:54:47,06/19/13 10:54:47,SmithA49,SmithA49
1405,,Oleg,,,,,0,0,,,Russian hotel receptionist (Sevinski Hotel),06/19/13 10:59:54,06/19/13 10:59:54,SmithA49,SmithA49
1406,,Maxim,,,,,0,0,,,Russian taxi driver in St Petersburg,06/19/13 11:07:39,06/19/13 11:08:35,SmithA49,SmithA49
1407,,Yulian,,,,,1,0,,,Russian Traffic policeman in St Petersburg,06/19/13 11:09:05,06/19/13 11:10:21,SmithA49,SmithA49
1408,,Diana,,,,,0,0,,,Russian chambermaid,06/19/13 11:12:19,06/19/13 11:13:36,SmithA49,SmithA49
1409,,Vera,,,,,0,0,,,Russian hotel receptionist - St petersburg,06/19/13 11:14:11,06/19/13 11:15:49,SmithA49,SmithA49
1410,,Erik,,,,,1,0,,,Russian security guard,06/19/13 11:16:17,06/19/13 11:16:17,SmithA49,SmithA49
1411,,Grigory,,,,,1,0,,,Russian policeman,06/19/13 11:18:07,06/19/13 11:18:07,SmithA49,SmithA49
1412,,Tatyana,,Dubrovina,,,0,0,,,Also known as Tanya to those close to her.,06/19/13 11:21:30,06/19/13 11:22:15,SmithA49,SmithA49
1413,,Stephan,,,,,1,0,,,"Russian Prison Guard at Chevski, St Petersburg",06/19/13 11:22:48,06/19/13 11:22:57,SmithA49,SmithA49
1414,,Nina,,,,,0,0,,,Russian receptionist at the Ustech company (architects firm),06/19/13 11:30:37,06/19/13 11:30:37,SmithA49,SmithA49
1415,,Arina,,,,,0,0,,,Russian secretary,06/19/13 11:32:08,06/19/13 11:32:08,SmithA49,SmithA49
1416,,Radimir,,,,,1,0,,,,06/19/13 11:33:24,06/19/13 11:33:24,SmithA49,SmithA49
1417,,Zac,,,,,1,0,,,,06/19/13 11:34:59,06/19/13 11:34:59,SmithA49,SmithA49
1418,,Robin,,Carroll,,,1,0,,,,06/19/13 11:35:52,06/19/13 11:35:52,SmithA49,SmithA49
1419,,Billy,,,,,0,1,,,"Stable boy for Leonid Kedrov, at Leonid's Surrey Mansion.",06/19/13 11:38:06,06/19/13 11:38:06,SmithA49,SmithA49
1420,,Luka,,,,,1,0,,,"Minder from Montenegro, hired to look after Vitaly Kedrov",06/19/13 11:42:24,06/19/13 11:42:24,SmithA49,SmithA49
1421,,Dejan,,,,,0,0,,,Hotel receptionist in Montenegro,06/19/13 11:45:54,06/19/13 11:45:54,SmithA49,SmithA49
1422,,Ken,,Drewitt,,,1,1,,,Vet,06/20/13 17:50:49,06/20/13 17:50:49,fishec50,fishec50
1423,,Nikolai,,Babarin,,,0,1,,,Ambridge Extra,06/27/13 14:15:20,10/01/2013 11:19,smitha49,fishec50
1424,,Dmitry,,Dubrovin,,,1,0,,Dima,"Sister Tatyana Durovina affectionaly calls him Dima, as does Brenda once she gets close to him.",06/27/13 15:16:18,06/27/13 15:17:05,smitha49,smitha49
1426,,Erica,,Featherstone,,,0,1,,,organiser of Junior Church in Alan's parishes,07/12/2013 17:11,07/12/2013 17:13,fishec50,fishec50
1427,,Becky,,Holden,,,0,1,,,,07/19/13 14:24:24,07/19/13 14:24:24,fishec50,fishec50
1428,,Ray,,Franklin,,,1,0,,,Hotel manager,07/29/13 10:03:32,07/29/13 10:03:32,fishec50,fishec50
1429,,Harriet,,Franklin,,,0,0,,,member of the hunt and wife of Ray,07/29/13 10:04:40,09/24/13 15:42:02,fishec50,fishec50
1430,,Anthea,,Jennings,,,0,0,,,Works for Amside,07/29/13 10:05:18,07/29/13 10:05:43,fishec50,fishec50
1431,,Jimmy,,Edmunds,,,1,1,,,An organic farmer in Little Croxley who supplies Pat and Tony - Bridge Farm with milk,07/29/13 16:15:03,07/29/13 16:16:00,fishec50,fishec50
1432,,John Rafael,,Mercado,,,1,1,,,Filipino assistant herd manager at Borchester Land's mega dairy,07/29/13 16:53:58,07/29/13 16:54:20,fishec50,fishec50
1434,,Dougie,,,,,1,1,,,"From the chip shop. 
Opens the village fete in 2013",08/29/13 15:49:49,08/29/13 15:49:49,fishec50,fishec50
1435,,Shafiq,,,,,1,1,,,Works for Bellingham's  - Tom's ready meals supermarket,08/30/13 12:08:37,08/30/13 12:08:37,fishec50,fishec50
1436,,Lisa,,,,,0,1,,,,09/02/2013 10:20,09/02/2013 10:20,fishec50,fishec50
1437,,Baz,,The dog,,,1,0,,,Will's new gun dog,09/10/2013 17:10,09/10/2013 17:10,fishec50,fishec50
1438,,Simon,,The Gardener,,,1,1,,,,09/30/13 11:31:42,09/30/13 11:31:42,fishec50,fishec50
1440,,Suzy,,Shen,,,0,0,,,,10/14/13 17:21:36,10/22/13 16:02:05,fishec50,fishec50
1441,,Carole,,Broadhead,,,0,1,,,,11/26/13 10:47:13,11/26/13 10:47:14,fishec50,fishec50
1442,,Poppy,,Grundy,09/30/13 00:00:00,,0,1,,,,11/26/13 11:15:53,11/26/13 11:16:04,fishec50,fishec50
1443,,Selina,,White,,,0,0,,,"Her horse is at The Stables and is called Silver.  Selina thought she was scared of men, but now realises it was actually to do with her not being firm enough.",01/14/14 12:12:01,01/14/14 12:12:01,morris50,morris50
1444,,Harrison,,,,,0,0,,,Helps train horses at The Stables.,01/14/14 12:13:35,01/14/14 12:13:35,morris50,morris50
